id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
3432501395,20140924T000000,551000,4,2.75,2170,5988,2170,0,2014,0,Sci-Fi,Adventure,Action,7.8,136,7,PG-13,Walt Disney Pictures,Captain America: The Winter Soldier,714766572,2014
2268000470,20141231T000000,241500,3,1,1400,10425,1400,0,1968,0,Fantasy,Adventure,Action,6.9,142,8,PG-13,Columbia Pictures,The Amazing Spider-Man 2,709582323,2014
6065300330,20140620T000000,2110000,3,2.25,3230,17833,3230,0,1973,0,Sci-Fi,Drama,Action,7.7,130,9,PG-13,20th Century Fox,Dawn of the Planet of the Apes,708835589,2014
8021700715,20140514T000000,702500,3,1.5,2360,6750,1930,430,1926,0,Sci-Fi,Adventure,,8.7,169,10,PG-13,Paramount Pictures,Interstellar,672974414,2014
7849202190,20141223T000000,235000,0,0,1470,4800,1470,0,1996,0,Comedy,Animation,Adventure,7.7,102,1,PG,Walt Disney Pictures,Frozen,1274219009,2013
5101402488,20140624T000000,438000,3,1.75,1520,6380,790,730,1948,0,Sci-Fi,Adventure,Action,7.3,130,2,PG-13,Walt Disney Pictures,Iron Man 3,1215439994,2013
8730600050,20140825T000000,710000,3,1.75,2430,11448,1620,810,1949,0,Animation,Comedy,Animation,7.5,98,3,PG,Universal Pictures,Despicable Me 2,970761885,2013
2472930270,20140905T000000,485000,3,2.5,3110,9015,3110,0,1990,0,Fantasy,Adventure,,8,161,4,PG-13,Warner Bros,The Hobbit: The Desolation of Smaug,960366855,2013
3886902950,20140911T000000,860000,4,3.5,3380,8098,1690,1690,1952,0,Adventure,Sci-Fi,,7.7,146,5,PG-13,Lionsgate Films,The Hunger Games: Catching Fire,864912963,2013
5071401000,20140829T000000,779000,6,2.5,3250,12000,1800,1450,1966,0,Thriller,Crime,Action,7.2,130,6,PG-13,Universal Pictures,Fast & Furious 6,788679850,2013
2742100009,20140506T000000,385000,3,1.75,1900,5520,1280,620,1982,0,Comedy,Animation,Adventure,7.4,104,7,G,Walt Disney Pictures,Monsters University,743559607,2013
4338800600,20140609T000000,235000,3,1,1590,13000,1590,0,1944,0,Thriller,Sci-Fi,Western,7.9,91,8,PG-13,Warner Bros,Gravity,716392705,2013
1370804295,20150212T000000,860000,3,1.75,1860,5584,1310,550,1951,0,Fantasy,Adventure,Action,7.2,143,9,PG-13,Warner Bros,Man of Steel,668045518,2013
4046700300,20141030T000000,325000,3,2,1670,17071,1100,570,1988,0,Fantasy,Adventure,Action,7.1,112,10,PG-13,Walt Disney Pictures,Thor: The Dark World,644783140,2013
8945000910,20150326T000000,184000,3,1,1100,8680,1100,0,1962,0,Sci-Fi,Adventure,Action,8.2,143,1,PG-13,Walt Disney Pictures,The Avengers,1518594910,2012
1321730470,20150127T000000,265000,3,2.25,2540,7216,2540,0,1991,0,Thriller,Adventure,Action,7.8,143,2,PG-13,Metro-Goldwyn-Mayer,Skyfall,1108561013,2012
2624049103,20150325T000000,449000,2,1,1250,4576,1040,210,1925,0,Thriller,Action,,8.5,165,3,PG-13,Warner Bros,The Dark Knight Rises,1084439099,2012
6632300207,20150305T000000,385000,3,2.5,1520,1488,1520,0,2006,0,Fantasy,Adventure,,8,169,4,PG-13,Warner Bros,The Hobbit: An Unexpected Journey,1017003568,2012
820000018,20141014T000000,387500,3,3.25,1860,2218,1860,0,2001,0,Comedy,Animation,Adventure,6.7,88,5,PG,20th Century Fox,Ice Age: Continental Drift,877244782,2012
8732030440,20140813T000000,305000,4,2.5,2510,12000,1520,990,1977,0,Fantasy,Drama,Adventure,5.6,115,6,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 2,829685377,2012
259600050,20150223T000000,458500,3,1.75,1250,9605,1250,0,1964,0,Fantasy,Adventure,Action,7.1,136,7,PG-13,Columbia Pictures,The Amazing Spider-Man,757930663,2012
4303200184,20141010T000000,230000,2,1,770,6450,770,0,1948,0,Comedy,Adventure,Animation,7,93,8,PG,Paramount Pictures,Madagascar 3: Europe's Most Wanted,746921274,2012
2770601800,20141024T000000,525000,3,1.75,1560,6000,780,780,1944,0,Sci-Fi,Adventure,,7.3,142,9,PG-13,Lionsgate Films,The Hunger Games,691247768,2012
1773100416,20141120T000000,315000,3,2.5,1410,1325,1180,230,2007,0,Sci-Fi,Comedy,Action,6.9,106,10,PG-13,Columbia Pictures,Men in Black 3,624026776,2012
7174800094,20150420T000000,525000,1,1.5,1030,5923,1030,0,1940,0,Thriller,Fantasy,Adventure,8.1,130,1,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 2,1341511219,2011
7011201550,20140707T000000,780000,4,2,2600,4800,1400,1200,1953,0,Sci-Fi,Adventure,Action,6.3,154,2,PG-13,Paramount Pictures,Transformers: Dark of the Moon,1123794079,2011
366000095,20141009T000000,890000,5,1,2590,4652,2310,280,1907,0,Fantasy,Adventure,Action,6.7,136,3,PG-13,Walt Disney Pictures,Pirates of the Caribbean: On Stranger Tides,1045713802,2011
8016250080,20140709T000000,245000,3,2.5,1610,7223,1610,0,1994,0,Fantasy,Drama,Adventure,4.9,117,4,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 1,712171856,2011
9412900055,20150505T000000,405000,3,1.75,2390,6000,1240,1150,1908,0,Thriller,Adventure,Action,7.4,133,5,PG-13,Paramount Pictures,Mission: Impossible - Ghost Protocol,694713380,2011
5420800090,20141117T000000,225000,3,2.5,1590,8449,1590,0,1989,0,Animation,Adventure,Action,7.3,91,6,PG,Paramount Pictures,Kung Fu Panda 2,665692281,2011
8018600655,20150326T000000,280000,4,3,2460,9606,2460,0,2012,0,Thriller,Crime,Action,7.3,131,7,PG-13,Universal Pictures,Fast Five,626137675,2011
4131500140,20150212T000000,175000,5,1.75,1680,8400,1680,0,1979,0,Comedy,,,6.5,102,8,R,Warner Bros,The Hangover Part II,586764305,2011
2560800165,20150316T000000,180500,2,1,850,5000,850,0,1976,0,Comedy,Animation,Adventure,5.5,103,9,PG,Columbia Pictures,The Smurfs,563749323,2011
2028701000,20140529T000000,635200,4,1.75,1640,4240,920,720,1921,0,Comedy,Animation,Adventure,6.3,106,10,G,Walt Disney Pictures,Cars 2,559852396,2011
1247100035,20140630T000000,1100000,4,2.75,3330,9143,3330,0,1995,0,Comedy,Animation,Adventure,8.4,103,1,G,Walt Disney Pictures,Toy Story 3,1063171911,2010
3304300080,20150330T000000,588000,4,2.5,3060,7710,3060,0,2009,0,Fantasy,Family,Adventure,6.5,108,2,PG,Walt Disney Pictures,Alice in Wonderland,1025467110,2010
8642600170,20141009T000000,375000,4,2,1757,19370,1757,0,1955,0,Fantasy,Family,Adventure,7.7,146,3,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 1,960283305,2010
7856600900,20140616T000000,825000,4,2.5,2810,9800,1710,1100,1973,0,Sci-Fi,Mystery,Action,8.8,148,4,PG-13,Warner Bros,Inception,825531030,2010
1952000150,20140506T000000,530000,5,2.5,2910,9636,1690,1220,1964,0,Comedy,Animation,Adventure,6.4,93,5,PG,Paramount Pictures,Shrek Forever After,752600867,2010
5029450110,20150327T000000,215000,3,1.5,1410,8415,780,630,1982,0,Fantasy,Drama,Adventure,4.9,124,6,PG-13,Lionsgate Films,The Twilight Saga: Eclipse,698491347,2010
1774230300,20150306T000000,615000,3,2.5,2980,43301,1930,1050,1978,0,Sci-Fi,Adventure,Action,7.1,124,7,PG-13,Paramount Pictures,Iron Man 2,623933331,2010
8731900340,20140623T000000,264000,3,1.75,1760,7482,1760,0,1966,0,Animation,Comedy,Animation,7.8,100,8,PG,Walt Disney Pictures,Tangled,591794936,2010
6149700350,20141016T000000,343000,2,1,1230,7560,1230,0,1961,0,Animation,Comedy,Animation,7.7,95,9,PG,Universal Pictures,Despicable Me,543113985,2010
3625710080,20140626T000000,1030000,4,3.5,3320,19850,2040,1280,1977,0,Animation,Animation,Adventure,8.2,98,10,PG,Paramount Pictures,How to Train Your Dragon,494878759,2010
1692900095,20140618T000000,1400000,4,2.75,3870,10046,3870,0,2005,0,Fantasy,Adventure,Action,7.9,162,1,PG-13,20th Century Fox,Avatar,2749064328,2009
405100165,20141119T000000,460000,2,1.5,1820,7800,1240,580,1956,0,Fantasy,Family,Adventure,7.5,153,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince,934416487,2009
4167100240,20150310T000000,252000,3,1.75,1440,16819,1440,0,1925,0,Animation,Adventure,Action,7,94,3,PG,20th Century Fox,Ice Age: Dawn of the Dinosaurs,886686817,2009
3896100130,20140617T000000,1540000,3,2.25,2880,7599,1710,1170,1958,2002,Sci-Fi,Adventure,Action,6,150,4,PG-13,Paramount Pictures,Transformers: Revenge of the Fallen,836303693,2009
2591730230,20140912T000000,250000,4,2.5,2040,5770,2040,0,1994,0,Sci-Fi,Adventure,Action,5.8,158,5,PG-13,Columbia Pictures,2012,769304749,2009
323089159,20141003T000000,332000,3,1.75,1340,13115,1340,0,1978,0,Comedy,Animation,Adventure,8.3,96,6,PG,Pixar,Up,731342744,2009
2112700895,20150326T000000,276000,2,1,720,4000,720,0,1918,0,Fantasy,Drama,Adventure,4.6,130,7,PG-13,Lionsgate Films,The Twilight Saga: New Moon,709827462,2009
5318100965,20150217T000000,1600000,4,3.5,3890,3600,2860,1030,2005,0,Crime,Adventure,Action,7.6,128,8,PG-13,Warner Bros,Sherlock Holmes,524028679,2009
9150100020,20150211T000000,189000,3,1,1380,7282,1380,0,1915,0,Thriller,Mystery,,6.7,138,9,PG-13,Columbia Pictures,Angels & Demons,485930816,2009
1972200660,20150415T000000,465000,2,1.5,1120,1201,1120,0,1999,0,Comedy,,,7.8,100,10,R,Warner Bros,The Hangover,467483912,2009
8039900360,20140708T000000,383000,3,2.25,2090,15000,2090,0,1961,0,Drama,Crime,Action,9,152,1,PG-13,Warner Bros,The Dark Knight,997000000,2008
1310900610,20140714T000000,336000,4,2.25,2210,11700,2210,0,1967,0,Adventure,Action,,6.2,122,2,PG-13,Paramount Pictures,Indiana Jones and the Kingdom of the Crystal Skull,786636033,2008
7338000730,20140728T000000,167000,3,1.5,1280,5547,1280,0,1985,0,Animation,Adventure,Action,7.6,92,3,PG,Paramount Pictures,Kung Fu Panda,631744560,2008
1561600056,20141017T000000,1740000,4,3.5,4010,9654,4010,0,2007,0,Fantasy,Action,,6.5,92,4,PG-13,Columbia Pictures,Hancock,624386746,2008
7304300430,20141201T000000,364000,4,1,1020,11383,1020,0,1947,0,Romance,Musical,Comedy,6.4,108,5,PG-13,Universal Pictures,Mamma Mia!,609827661,2008
8562890370,20150414T000000,399950,4,2.5,3110,5868,3110,0,2001,0,Animation,Adventure,Action,6.7,89,6,PG,Paramount Pictures,Madagascar: Escape 2 Africa,603900354,2008
4027700594,20141222T000000,520000,3,1.75,2310,36665,1580,730,1983,0,Adventure,Action,,6.7,106,7,PG-13,Metro-Goldwyn-Mayer,Quantum of Solace,586090727,2008
1525059165,20140629T000000,835000,3,2.25,2120,54014,2120,0,1964,0,Sci-Fi,Adventure,Action,7.9,126,8,PG-13,Paramount Pictures,Iron Man,585174222,2008
8024201795,20141117T000000,397000,2,1,1000,7664,1000,0,1939,0,Animation,Animation,Adventure,8.4,98,9,G,Pixar,WALL-E,521311860,2008
8581200030,20150224T000000,230000,4,2,1220,9100,1220,0,1970,0,Family,Adventure,Action,6.6,150,10,PG,Walt Disney Pictures,The Chronicles of Narnia: Prince Caspian,419665568,2008
3630220220,20140923T000000,775000,4,3.5,3060,4573,2410,650,2012,0,Fantasy,Adventure,Action,7.1,169,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: At World's End,963420425,2007
2473100450,20140909T000000,330000,4,2,1590,9100,1040,550,1967,2014,Fantasy,Family,Adventure,7.4,138,2,PG-13,Warner Bros,Harry Potter and the Order of the Phoenix,939885929,2007
7202330280,20140922T000000,401000,3,2.25,1350,2839,1350,0,2003,0,Adventure,Action,,6.2,139,3,PG-13,Columbia Pictures,Spider-Man 3,890871626,2007
3298300140,20141024T000000,355000,3,1,1210,6650,1210,0,1959,0,Comedy,Animation,Adventure,6.1,93,4,PG,DreamWorks,Shrek the Third,798958162,2007
1262700040,20141016T000000,363500,4,1.75,2180,9702,1090,1090,1962,0,Sci-Fi,Adventure,Action,7.2,144,5,PG-13,DreamWorks,Transformers,709709780,2007
1163400020,20150403T000000,251000,3,1.5,1590,21600,1590,0,1971,0,Animation,Comedy,Animation,8,111,6,G,Pixar,Ratatouille,623707397,2007
7335400020,20140626T000000,219500,3,1,1090,6710,1090,0,1912,0,Thriller,Sci-Fi,Drama,7.2,101,7,PG-13,Warner Bros,I Am Legend,585349010,2007
7760400420,20140718T000000,255000,3,2,1590,8670,1590,0,1994,0,Comedy,Animation,Adventure,7.4,87,8,PG-13,20th Century Fox,The Simpsons Movie,527071022,2007
9477000190,20140808T000000,445000,3,2.25,1860,7200,1240,620,1977,0,Thriller,Adventure,Action,6.5,124,9,PG,Walt Disney Pictures,National Treasure: Book of Secrets,457364600,2007
2790400380,20141201T000000,560000,3,2.5,2020,11935,2020,0,1976,0,War,Fantasy,Action,7.8,117,10,R,Warner Bros,300,456068181,2007
2221000070,20150327T000000,280000,3,1.75,1590,7280,1140,450,1974,0,Fantasy,Adventure,Action,7.3,151,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: Dead Man's Chest,1066179725,2006
4345300180,20150406T000000,269000,3,2,1410,10577,1410,0,1994,0,Thriller,Mystery,,6.5,149,2,PG-13,Columbia Pictures,The Da Vinci Code,758239851,2006
2722059183,20141014T000000,218500,4,1.75,1400,25500,1400,0,1964,0,Animation,Adventure,Action,6.9,91,3,PG,20th Century Fox,Ice Age: The Meltdown,660940780,2006
3579000180,20141229T000000,495000,3,2.75,2430,14861,1530,900,1988,0,Thriller,Adventure,Action,8,144,4,PG-13,Metro-Goldwyn-Mayer,Casino Royale,599045960,2006
4058800930,20140720T000000,385000,3,1.75,2370,6360,1280,1090,1954,0,Comedy,Adventure,Action,6.4,108,5,PG,20th Century Fox,Night at the Museum,574480052,2006
7889601270,20140821T000000,382000,4,3.5,2530,3000,1850,680,2014,0,Comedy,Animation,Adventure,7.2,117,6,G,Pixar,Cars,461983149,2006
2625069038,20141124T000000,1450000,4,3.5,4300,108865,4300,0,2014,0,Sci-Fi,Adventure,Action,6.8,104,7,PG-13,20th Century Fox,X-Men: The Last Stand,459359555,2006
4315700060,20150303T000000,378000,2,2,1300,3850,800,500,1963,0,Thriller,Adventure,Action,6.8,126,8,PG-13,Paramount Pictures,Mission: Impossible III,397850012,2006
7853301570,20150430T000000,685000,4,2.5,3550,10968,3550,0,2006,0,Fantasy,Adventure,Action,6.1,154,9,PG-13,Warner Bros,Superman Returns,391081192,2006
2204500480,20150107T000000,551100,3,1,1430,8640,1430,0,1954,0,Animation,Comedy,Animation,6.5,108,10,PG,Warner Bros,Happy Feet,384335608,2006
1653500070,20140512T000000,927000,4,2.75,3300,12090,3300,0,1953,0,Fantasy,Family,Adventure,7.6,157,1,PG-13,Warner Bros,Harry Potter and the Goblet of Fire,895921036,2005
9390700095,20140808T000000,407500,2,1,770,2971,770,0,1923,0,Fantasy,Adventure,Action,7.7,140,2,PG-13,20th Century Fox,Star Wars Episode III: Revenge of the Sith,848754768,2005
7852130640,20140602T000000,432500,3,2.5,2240,6396,2240,0,2002,0,Fantasy,Family,Adventure,6.9,143,3,PG,Walt Disney Pictures,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745011272,2005
4279900140,20141001T000000,251000,4,2,1650,5974,860,790,1972,0,Thriller,Sci-Fi,Adventure,6.5,116,4,PG-13,Paramount Pictures,War of the Worlds,591745540,2005
9485750110,20140918T000000,366000,3,1.75,1680,6108,1680,0,1989,0,Drama,Adventure,Action,7.3,187,5,PG-13,Universal Pictures,King Kong,550517357,2005
2473000680,20150429T000000,390000,3,1.75,1435,8960,1435,0,1969,0,Comedy,Animation,Adventure,6.9,86,6,PG,DreamWorks,Madagascar,532680671,2005
1555300490,20141229T000000,250000,3,1,1520,7800,1120,400,1967,0,Crime,Comedy,Action,6.5,120,7,PG-13,20th Century Fox,Mr. & Mrs. Smith,478207520,2005
9406550050,20150330T000000,289000,3,2.5,1490,8628,1490,0,1994,0,Comedy,Adventure,Family,6.7,115,8,PG,Warner Bros,Charlie and the Chocolate Factory,474968763,2005
4139440460,20141118T000000,751305,4,2.5,2660,8469,2660,0,1994,0,Adventure,Action,,8.3,140,9,PG-13,Warner Bros,Batman Begins,372710015,2005
6431500122,20150428T000000,520000,3,1.5,1580,8841,1180,400,1923,0,Romance,Comedy,,6.7,118,10,PG-13,Columbia Pictures,Hitch,368100420,2005
7284900385,20140521T000000,970000,4,3.25,2790,5420,1130,1660,1963,2013,Comedy,Animation,Adventure,7.2,93,1,PG,DreamWorks,Shrek 2,919838758,2004
2944500330,20140825T000000,330000,4,2.5,2510,8580,2510,0,1991,2012,Fantasy,Family,Adventure,7.8,142,2,PG,Warner Bros,Harry Potter and the Prisoner of Azkaban,795634069,2004
7973202712,20150324T000000,130000,2,1,780,5300,780,0,1941,0,Adventure,Action,,7.3,127,3,PG-13,Columbia Pictures,Spider-Man 2,783766341,2004
6300000364,20140616T000000,235000,2,1.5,880,1805,880,0,1999,0,Animation,Adventure,Action,8,115,4,PG,Pixar,The Incredibles,631442092,2004
3888100117,20141110T000000,510000,5,1.5,1550,9750,1550,0,1966,0,Drama,,,7.1,127,5,R,Newmarket Films,The Passion of the Christ,611899420,2004
2597520790,20150423T000000,765000,3,2.5,2310,11993,2310,0,1988,0,Sci-Fi,Adventure,Action,6.4,124,6,PG-13,20th Century Fox,The Day After Tomorrow,544272402,2004
3329510850,20150306T000000,286950,4,2.5,2080,9846,1240,840,1984,0,Romance,Comedy,,6.3,115,7,PG-13,Universal Pictures,Meet the Fockers,516642939,2004
7853361310,20141215T000000,425000,4,2.5,1950,5000,1950,0,2012,0,Adventure,,,7.2,163,8,R,Warner Bros,Troy,497409852,2004
1797500600,20140825T000000,850000,5,3.5,3150,4120,2460,690,1911,2007,Comedy,Adventure,Animation,6,90,9,PG,DreamWorks,Shark Tale,367275019,2004
2220069003,20150223T000000,425000,3,2.75,1360,542322,1140,220,1955,0,Thriller,Crime,,6.4,125,10,PG-13,Warner Bros,Ocean's Twelve,362744280,2004
2768301182,20141204T000000,439950,3,2,1230,1613,1010,220,2003,0,Fantasy,Adventure,Western,8.9,201,1,PG-13,Warner Bros,The Lord of the Rings: The Return of the King,1119929521,2003
2769600590,20141016T000000,900000,8,4,4020,7500,2010,2010,1968,0,Comedy,Animation,Adventure,8.2,100,2,G,Pixar,Finding Nemo,867893978,2003
5021900779,20150404T000000,785000,3,2,1600,9638,1600,0,1952,0,Sci-Fi,Action,,7.2,138,3,R,Warner Bros,The Matrix Reloaded,742128461,2003
7195800009,20141210T000000,325000,6,3,2650,12870,2650,0,1977,0,Fantasy,Adventure,,8.1,143,4,PG-13,Walt Disney Pictures,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,2003
686300450,20140708T000000,720000,4,2.25,2410,8400,2410,0,1965,0,Fantasy,Drama,Comedy,6.7,101,5,PG-13,Universal Pictures,Bruce Almighty,484592874,2003
7140700850,20150326T000000,350000,4,2.5,2560,5428,2560,0,2012,0,History,Drama,Action,7.7,154,6,R,Warner Bros,The Last Samurai,456758981,2003
9527000330,20140811T000000,508000,6,2.75,2890,7500,1830,1060,1976,0,Sci-Fi,Action,,6.4,109,7,R,Warner Bros,Terminator 3: Rise of the Machines,433371112,2003
